brick_id,delivery_nr,brick_format,brick_original_dimensions (mm),brick_origin,brick_distance (km),age (y),colour name,turn_nr,mortar rests (%),colour rests (%),R,G,B,lu (mm),wu (mm),hu (mm),volume (%)
219,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,1,0.21,0.01,223,145,121,260.2,118.5,66.6,1.05
220,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,1,0.15,0.01,229,195,149,245.3,121.5,65.1,0.99
221,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,1,0.35,0.01,223,145,121,247.4,119.6,65.5,0.99
222,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,1,0.4,0.15,229,197,151,200.4,114.1,65.9,0.77
223,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,1,0.31,0.09,151,115,103,260.5,124.4,65.4,1.09
224,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,1,0.7,0.12,182,121,93,175.8,114.4,65.7,0.68
225,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,1,0.25,0.01,203,183,115,252.1,116.5,63.4,0.95
226,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,1,0.14,0.01,229,192,121,247.6,121.0,67.5,1.04
227,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,1,0.12,0.01,229,195,149,258.6,125.1,63.7,1.06
228,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,1,0.12,0.01,229,195,149,262.4,122.8,66.5,1.1
229,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,1,0.09,0.01,229,203,145,260.8,118.2,67.4,1.07
230,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,1,0.31,0.01,229,167,116,241.4,114.0,67.9,0.96
231,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,1,0.29,0.1,229,194,144,142.4,117.6,65.0,0.56
232,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,1,0.27,0.13,151,115,103,251.2,122.7,67.3,1.06
233,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,1,0.36,0.01,229,203,145,254.1,125.9,63.9,1.05
234,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,1,0.29,0.01,229,197,151,242.5,121.6,66.2,1.0
235,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,1,0.2,0.13,229,203,145,247.9,119.0,64.5,0.98
236,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,1,0.45,0.01,229,197,151,186.9,117.0,63.5,0.71
237,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,1,0.18,0.01,229,197,151,260.2,122.8,62.1,1.02
238,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,1,0.47,0.01,229,167,116,237.8,115.4,63.3,0.89
239,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,1,0.39,0.12,229,192,121,254.5,118.3,64.3,0.99
240,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,1,0.6,0.11,223,145,121,242.7,120.5,62.4,0.94
241,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,1,0.49,0.14,229,207,142,221.1,116.6,66.6,0.88
242,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,1,0.22,0.01,229,203,145,253.7,123.7,62.4,1.0
243,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,1,0.43,0.01,223,145,121,257.0,121.0,61.9,0.99
244,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.31,0.01,229,207,142,257.1,120.0,67.1,1.06
245,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.38,0.08,223,145,121,256.5,124.8,67.1,1.1
246,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.09,0.08,229,192,121,260.3,116.0,68.0,1.05
247,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.4,0.01,229,203,145,260.3,115.4,62.3,0.96
248,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.6,0.01,229,197,151,248.9,122.8,62.6,0.98
249,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.38,0.01,229,197,121,239.8,116.3,67.3,0.96
250,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.23,0.01,229,203,145,256.8,119.7,62.7,0.99
251,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.32,0.01,229,197,151,253.3,120.7,66.2,1.04
252,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.35,0.01,182,121,93,245.7,120.0,68.0,1.03
253,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.23,0.12,229,197,151,239.8,125.2,66.5,1.02
254,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.09,0.01,203,183,115,254.9,121.5,67.5,1.07
255,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.47,0.01,151,115,103,257.5,123.4,62.3,1.02
256,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.25,0.1,223,145,121,243.6,116.4,66.1,0.96
257,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.3,0.01,229,192,121,261.7,124.6,63.2,1.06
258,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.14,0.08,229,197,151,255.3,123.9,63.2,1.03
259,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.42,0.14,229,192,121,250.5,118.7,64.5,0.98
260,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.21,0.11,151,115,103,254.4,124.3,67.4,1.09
261,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.09,0.01,229,203,145,245.5,121.6,63.2,0.97
262,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.25,0.01,229,194,144,243.4,124.9,65.3,1.02
263,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.23,0.01,229,167,116,246.5,118.3,62.9,0.94
264,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.21,0.01,223,145,121,238.5,123.3,66.5,1.0
265,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.41,0.01,229,167,116,250.7,120.0,61.9,0.95
266,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.22,0.01,229,167,116,240.1,114.2,64.8,0.91
267,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.21,0.01,229,192,121,239.2,116.2,66.0,0.94
268,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.28,0.01,151,115,103,251.7,122.5,63.7,1.01
269,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.34,0.11,229,192,121,245.6,120.9,62.2,0.95
270,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.12,0.13,229,195,149,261.3,116.8,67.9,1.06
271,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.3,0.01,203,183,115,170.7,114.6,65.5,0.66
272,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.44,0.01,151,115,103,240.4,115.5,63.3,0.9
273,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.33,0.01,229,197,151,178.5,117.6,67.9,0.73
274,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.41,0.01,151,115,103,245.3,121.9,65.9,1.01
275,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.5,0.01,229,195,149,248.1,123.8,64.6,1.02
276,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.42,0.01,229,195,149,231.8,118.4,62.8,0.88
277,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.41,0.01,229,192,121,243.2,125.2,62.4,0.97
278,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.23,0.01,229,203,145,243.6,115.0,63.7,0.92
279,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.44,0.01,182,121,93,245.6,118.8,66.7,1.0
280,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.15,0.01,203,183,115,255.9,124.2,63.0,1.03
281,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.47,0.01,229,207,142,257.8,118.2,66.7,1.04
282,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.17,0.09,229,203,145,238.3,123.1,66.5,1.0
283,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.48,0.01,229,167,116,242.3,116.3,65.3,0.94
284,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.7,0.01,229,195,149,240.9,118.6,68.1,1.0
285,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.22,0.01,223,145,121,237.0,117.2,67.0,0.95
286,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.43,0.11,223,145,121,239.5,125.0,65.8,1.01
287,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.46,0.01,203,183,115,257.1,115.0,66.2,1.0
288,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.44,0.01,229,203,145,245.6,122.6,64.6,1.0
289,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.41,0.01,229,195,149,252.1,124.8,66.7,1.08
290,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.15,0.01,151,115,103,238.2,116.3,65.9,0.94
291,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.08,0.01,229,207,142,167.0,121.2,63.0,0.65
292,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.41,0.01,182,121,93,260.7,120.7,64.1,1.03
293,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.17,0.01,229,207,142,126.9,116.6,64.8,0.49
294,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.11,0.01,229,207,142,262.0,119.5,67.2,1.08
295,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.33,0.14,229,194,144,250.1,115.3,62.2,0.92
296,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.45,0.14,229,195,149,250.3,121.8,64.1,1.0
297,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.09,0.01,229,207,142,260.2,125.9,62.9,1.06
298,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.12,0.07,229,194,144,243.4,115.4,65.6,0.94
299,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.47,0.01,223,145,121,257.9,116.4,66.9,1.03
300,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.1,0.13,229,197,121,252.8,125.4,61.9,1.01
301,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.2,0.01,229,167,116,259.1,119.0,65.5,1.04
302,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.8,0.01,229,207,142,240.1,114.4,68.2,0.96
303,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.35,0.12,229,195,149,240.9,119.5,65.7,0.97
304,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.33,0.12,229,197,121,252.8,118.5,63.4,0.97
305,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.1,0.09,229,197,121,258.1,118.0,64.6,1.01
306,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.06,0.01,229,197,121,239.9,121.3,67.1,1.0
307,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.4,0.1,203,183,115,242.8,124.0,65.5,1.01
308,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.29,0.01,229,207,142,186.6,123.5,64.1,0.76
309,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.11,0.01,229,203,145,185.3,124.2,63.9,0.75
310,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.0,0.11,229,194,144,258.6,119.8,63.2,1.0
311,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.45,0.01,151,115,103,248.2,118.1,62.2,0.93
312,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.17,0.01,229,207,142,244.4,116.7,67.1,0.98
313,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.15,0.01,151,115,103,238.2,116.0,65.0,0.92
314,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.42,0.01,223,145,121,247.4,115.3,68.1,1.0
315,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.32,0.08,151,115,103,251.6,117.2,64.2,0.97
316,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.41,0.01,229,194,144,258.8,119.2,65.3,1.03
317,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.17,0.01,229,203,145,256.5,116.3,66.2,1.01
318,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.26,0.01,229,167,116,262.3,123.2,65.9,1.09
319,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.37,0.11,229,203,145,245.3,114.6,67.4,0.97
320,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.23,0.01,223,145,121,241.4,114.1,65.4,0.92
321,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.1,0.14,229,197,121,249.0,122.5,68.2,1.07
322,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.15,0.01,182,121,93,248.0,122.4,62.5,0.97
323,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.18,0.01,182,121,93,249.4,115.4,63.8,0.94
324,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.8,0.01,229,207,142,253.1,114.1,62.1,0.92
325,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.15,0.01,229,203,145,258.4,121.5,61.9,1.0
326,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.37,0.01,229,207,142,238.9,116.0,66.8,0.95
327,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.3,0.01,182,121,93,259.3,114.5,63.4,0.97
328,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.1,0.01,182,121,93,250.4,116.4,63.7,0.95
329,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.2,0.01,182,121,93,250.9,118.0,65.4,0.99
330,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.06,0.01,223,145,121,149.1,116.1,63.9,0.57
331,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.16,0.01,229,192,121,233.5,115.4,63.9,0.88
332,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.29,0.1,203,183,115,238.5,117.7,64.7,0.93
333,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.26,0.01,229,194,144,241.5,121.8,64.2,0.97
334,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.9,0.01,229,203,145,211.1,117.5,63.5,0.81
335,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.33,0.01,229,203,145,253.6,123.7,66.3,1.07
336,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.26,0.1,223,145,121,261.0,124.5,64.5,1.07
337,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.6,0.01,229,194,144,246.5,124.4,62.7,0.99
338,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.4,0.01,182,121,93,258.8,122.7,67.4,1.1
339,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.5,0.01,182,121,93,137.0,121.5,66.7,0.57
340,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.44,0.01,203,183,115,253.3,125.9,63.2,1.03
341,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.1,0.01,229,195,149,245.7,116.4,63.9,0.94
342,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.3,0.01,229,207,142,237.5,121.4,66.7,0.99
343,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.3,0.1,182,121,93,252.8,117.0,63.4,0.96
344,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.44,0.11,229,207,142,248.6,120.8,61.8,0.95
345,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.37,0.14,229,195,149,127.2,116.9,66.3,0.51
346,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.35,0.13,229,203,145,241.4,117.4,62.4,0.91
347,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.39,0.01,203,183,115,251.7,115.5,67.0,1.0
348,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.27,0.01,223,145,121,244.0,119.8,67.2,1.01
349,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.45,0.01,229,194,144,257.4,120.1,68.0,1.08
350,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.39,0.14,182,121,93,248.7,125.7,66.7,1.07
351,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.6,0.01,229,167,116,240.0,116.5,65.1,0.93
352,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.45,0.01,229,167,116,259.7,114.6,61.9,0.94
353,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.14,0.01,229,167,116,247.7,123.9,67.9,1.07
354,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.48,0.1,229,194,144,248.8,125.0,67.3,1.07
355,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.31,0.01,229,194,144,247.8,125.4,67.3,1.07
356,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.21,0.1,229,207,142,155.7,126.0,66.5,0.67
357,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.3,0.01,223,145,121,250.9,125.3,62.8,1.01
358,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.17,0.01,229,207,142,250.8,120.1,64.9,1.0
359,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.22,0.01,203,183,115,241.6,123.7,63.3,0.97
360,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.32,0.07,151,115,103,149.6,118.8,67.5,0.62
361,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.5,0.13,182,121,93,258.9,120.0,65.2,1.04
362,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.35,0.01,229,197,151,205.0,117.2,62.9,0.77
363,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.25,0.01,229,194,144,254.8,123.9,64.4,1.04
364,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.1,0.08,223,145,121,252.0,120.3,66.9,1.04
365,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.07,0.01,229,167,116,160.9,116.5,62.9,0.6
366,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.28,0.12,229,207,142,242.2,121.9,63.1,0.96
367,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.3,0.01,229,167,116,247.5,118.6,64.3,0.97
368,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.15,0.11,151,115,103,251.3,118.7,62.5,0.96
369,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.19,0.11,182,121,93,238.8,116.1,62.5,0.89
370,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.45,0.01,229,194,144,242.8,117.5,65.6,0.96
371,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.09,0.14,229,195,149,239.0,125.4,65.0,1.0
372,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.4,0.01,229,197,151,248.3,124.7,66.7,1.06
373,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.27,0.01,229,197,121,261.8,119.7,62.1,1.0
374,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.1,0.01,151,115,103,259.8,122.7,67.9,1.11
375,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.3,0.01,223,145,121,252.1,118.1,67.5,1.03
376,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.27,0.14,203,183,115,238.2,115.9,63.2,0.89
377,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.2,0.01,229,192,121,250.3,121.3,65.7,1.02
378,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.3,0.1,223,145,121,257.1,122.4,63.9,1.03
379,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.5,0.01,229,207,142,252.7,117.9,67.0,1.02
380,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.2,0.1,229,194,144,241.2,120.7,62.0,0.93
381,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.7,0.01,229,203,145,259.9,123.3,68.2,1.12
382,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.28,0.09,229,167,116,244.1,119.4,62.9,0.94
383,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.1,0.01,229,203,145,245.1,125.9,64.3,1.02
384,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.17,0.01,229,192,121,242.4,121.7,66.5,1.01
385,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.38,0.01,182,121,93,262.3,116.4,61.9,0.97
386,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.3,0.11,229,195,149,259.6,117.2,64.0,1.0
387,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.3,0.13,229,194,144,257.7,124.8,64.3,1.06
388,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.09,0.11,229,192,121,261.2,124.6,66.9,1.12
389,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.4,0.01,229,195,149,170.4,115.4,66.7,0.67
390,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.6,0.11,203,183,115,242.6,124.6,64.0,0.99
391,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.35,0.01,223,145,121,252.7,123.7,62.5,1.0
392,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.3,0.01,229,167,116,251.3,116.5,65.1,0.98
393,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.43,0.01,229,207,142,248.7,126.0,64.4,1.03
394,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.1,0.01,223,145,121,256.9,121.6,66.2,1.06
395,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.6,0.01,229,192,121,258.1,115.2,64.1,0.98
396,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.4,0.01,229,167,116,255.2,115.1,67.9,1.02
397,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.35,0.11,203,183,115,239.2,116.7,64.7,0.93
398,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.47,0.01,229,197,151,261.3,115.1,64.1,0.99
399,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.9,0.01,229,197,151,254.9,125.3,64.3,1.05
400,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.17,0.01,229,207,142,248.9,122.9,65.6,1.03
401,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.35,0.01,229,195,149,252.8,122.6,61.9,0.98
402,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.38,0.01,203,183,115,246.1,117.6,65.6,0.97
403,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.3,0.01,229,197,151,148.9,123.9,62.4,0.59
404,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.2,0.01,151,115,103,155.6,118.6,68.1,0.64
405,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.09,0.01,229,167,116,249.1,116.4,68.2,1.01
406,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.11,0.12,229,192,121,176.8,115.1,65.0,0.68
407,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.25,0.01,229,194,144,238.9,115.5,63.0,0.89
408,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.31,0.01,229,167,116,242.6,119.6,66.6,0.99
409,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.22,0.01,229,197,121,239.8,116.0,61.9,0.88
410,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.31,0.01,229,203,145,250.9,119.4,63.4,0.97
411,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.15,0.01,229,207,142,252.4,118.6,62.5,0.96
412,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.16,0.01,229,197,151,257.4,123.0,62.4,1.01
413,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.12,0.01,229,195,149,258.7,115.7,65.5,1.01
414,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.05,0.01,229,203,145,248.4,120.2,63.5,0.97
415,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.16,0.01,229,203,145,260.8,120.7,65.6,1.06
416,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.17,0.01,223,145,121,240.5,117.8,67.5,0.98
417,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.6,0.09,223,145,121,241.0,125.8,65.4,1.02
418,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.1,0.01,229,194,144,238.4,118.0,66.6,0.96
419,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.14,0.01,229,192,121,250.6,117.3,62.8,0.95
420,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.09,0.01,203,183,115,246.3,119.9,66.5,1.01
421,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.28,0.01,223,145,121,253.1,122.7,65.3,1.04
422,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.14,0.01,223,145,121,262.5,115.9,65.7,1.03
423,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.26,0.1,182,121,93,253.7,120.5,66.2,1.04
424,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.27,0.01,151,115,103,239.7,117.3,62.9,0.91
425,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.22,0.01,229,197,121,249.5,124.2,67.1,1.07
426,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.13,0.1,229,207,142,260.6,124.6,62.1,1.03
427,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.07,0.01,229,195,149,254.5,118.9,61.9,0.96
428,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.26,0.08,229,203,145,261.4,121.0,67.2,1.09
429,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.09,0.12,229,197,121,238.3,115.6,64.1,0.91
430,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.45,0.13,229,192,121,249.6,115.8,67.0,0.99
431,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.28,0.01,229,203,145,237.7,121.9,67.0,1.0
432,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.44,0.01,182,121,93,247.1,119.7,63.8,0.97
433,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.46,0.01,229,197,121,246.6,122.4,62.5,0.97
434,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.46,0.01,151,115,103,247.3,114.2,67.8,0.98
435,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.1,0.01,229,195,149,259.4,123.2,65.1,1.07
436,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.4,0.01,229,197,151,255.3,120.0,68.2,1.07
437,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.8,0.01,229,197,151,260.7,123.2,64.3,1.06
438,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.27,0.01,229,167,116,193.3,116.9,63.5,0.74
